date,hour,temp,dwpt,rhum,wdir,wspd,pres,,,,,,,,,,,,
2020-01-04,2,6.5,2.8,77,340,5.4,1034.1,,,,,,,,,,,,
2020-01-04,3,6.3,3.3,81,330,9.4,1034.4,,,,,,,,,,,,
2020-01-04,4,6.0,3.2,82,320,7.6,1034.7,,,,,,,,,,,,
2020-01-04,5,5.5,2.7,82,310,7.6,1035.5,,,,,,,,,,,,
2020-01-04,6,5.0,2.5,84,280,7.6,1035.5,,,,,,,,,,,,
2020-01-04,7,4.5,2.7,88,270,5.4,1036.2,,,,,,,,,,,,
2020-01-04,8,4.3,2.2,86,270,7.6,1036.2,,,,,,,,,,,,
2020-01-04,9,4.9,2.4,84,290,9.4,1036.7,,,,,,,,,,,,
2020-01-04,10,6.3,2.9,79,290,9.4,1037.0,,,,,,,,,,,,
2020-01-04,11,7.1,3.7,79,290,9.4,1036.5,,,,,,,,,,,,
2020-01-04,12,8.4,3.8,73,300,13.0,1036.5,,,,,,,,,,,,
2020-01-04,13,8.7,4.3,74,310,13.0,1036.1,,,,,,,,,,,,
2020-01-04,14,9.1,3.7,69,320,11.2,1036.1,,,,,,,,,,,,
2020-01-04,15,9.1,3.5,68,310,11.2,1036.3,,,,,,,,,,,,
2020-01-04,16,9.0,3.8,70,310,9.4,1036.4,,,,,,,,,,,,
2020-01-04,17,8.6,4.2,74,290,7.6,1036.4,,,,,,,,,,,,
2020-01-04,18,8.6,4.6,76,290,7.6,1036.8,,,,,,,,,,,,
2020-01-04,19,8.6,4.6,76,270,9.4,1037.1,,,,,,,,,,,,
2020-01-04,20,8.6,4.2,74,310,9.4,1037.1,,,,,,,,,,,,
2020-01-04,21,8.4,4.2,75,320,9.4,1037.1,,,,,,,,,,,,
2020-01-04,22,8.1,3.2,71,340,11.2,1037.5,,,,,,,,,,,,
2020-01-04,23,8.2,4.6,78,310,7.6,1037.6,,,,,,,,,,,,
2020-01-05,0,8.0,4.6,79,280,3.6,1037.5,,,,,,,,,,,,
2020-01-05,1,7.9,4.8,81,280,7.6,1037.5,,,,,,,,,,,,
2020-01-05,2,7.5,5.1,85,280,7.6,1037.4,,,,,,,,,,,,
2020-01-05,3,7.4,5.2,86,280,5.4,1037.3,,,,,,,,,,,,
2020-01-05,4,7.2,5.2,87,270,3.6,1037.2,,,,,,,,,,,,
2020-01-05,5,7.2,5.2,87,270,3.6,1037.3,,,,,,,,,,,,
2020-01-05,6,7.1,5.2,88,210,5.4,1037.4,,,,,,,,,,,,
2020-01-05,7,7.2,5.2,87,250,3.6,1037.3,,,,,,,,,,,,
2020-01-05,8,7.4,5.2,86,280,5.4,1037.4,,,,,,,,,,,,
2020-01-05,9,7.6,5.4,86,270,5.4,1037.4,,,,,,,,,,,,
2020-01-05,10,8.0,5.6,85,280,3.6,1037.2,,,,,,,,,,,,
2020-01-05,11,8.5,5.2,80,300,5.4,1036.8,,,,,,,,,,,,
2020-01-05,12,8.8,5.4,79,300,5.4,1036.2,,,,,,,,,,,,
2020-01-05,13,9.0,2.3,63,330,5.4,1035.6,,,,,,,,,,,,
2020-01-05,14,8.9,2.0,62,360,3.6,1035.6,,,,,,,,,,,,
2020-01-05,15,8.7,2.5,65,20,3.6,1035.4,,,,,,,,,,,,
2020-01-05,16,8.5,2.9,68,170,5.4,1035.5,,,,,,,,,,,,
2020-01-05,17,8.3,2.1,65,120,7.6,1035.5,,,,,,,,,,,,
2020-01-05,18,8.3,2.1,65,150,7.6,1035.0,,,,,,,,,,,,
2020-01-05,19,8.1,1.9,65,120,7.6,1034.7,,,,,,,,,,,,
2020-01-05,20,7.9,1.9,66,110,5.4,1034.5,,,,,,,,,,,,
2020-01-05,21,7.6,1.4,65,190,5.4,1034.0,,,,,,,,,,,,
2020-01-05,22,7.1,1.2,66,160,5.4,1033.5,,,,,,,,,,,,
2020-01-05,23,5.2,0.9,74,150,3.6,1033.1,,,,,,,,,,,,
2020-01-06,0,4.6,0.9,77,150,5.4,1032.3,,,,,,,,,,,,
2020-01-06,1,3.8,1.2,83,130,3.6,1031.4,,,,,,,,,,,,
2020-01-06,2,3.4,1.6,88,130,7.6,1031.3,,,,,,,,,,,,
2020-01-06,3,3.0,1.5,90,140,5.4,1030.9,,,,,,,,,,,,
2020-01-06,4,2.6,1.3,91,160,5.4,1030.2,,,,,,,,,,,,
2020-01-06,5,2.2,1.2,93,130,5.4,1029.6,,,,,,,,,,,,
2020-01-06,6,2.3,1.1,92,150,7.6,1029.3,,,,,,,,,,,,
2020-01-06,7,1.9,0.9,93,140,11.2,1029.0,,,,,,,,,,,,
2020-01-06,8,1.6,0.6,93,150,5.4,1028.3,,,,,,,,,,,,
2020-01-06,9,2.1,0.8,91,160,9.4,1027.9,,,,,,,,,,,,
2020-01-06,10,3.2,1.1,86,190,9.4,1027.4,,,,,,,,,,,,
2020-01-06,11,4.2,0.9,79,190,9.4,1026.8,,,,,,,,,,,,
2020-01-06,12,5.3,1.2,75,180,13.0,1025.3,,,,,,,,,,,,
2020-01-06,13,6.9,2.0,71,190,11.2,1024.1,,,,,,,,,,,,
2020-01-06,14,7.0,2.1,71,180,13.0,1023.6,,,,,,,,,,,,
2020-01-06,15,7.7,2.8,71,210,13.0,1023.5,,,,,,,,,,,,
2020-01-06,16,7.1,3.2,76,220,16.6,1024.0,,,,,,,,,,,,
2020-01-06,17,6.4,3.2,80,240,11.2,1024.8,,,,,,,,,,,,
2020-01-06,18,5.7,1.8,76,270,20.5,1026.5,,,,,,,,,,,,
2020-01-06,19,5.6,2.8,82,220,11.2,1025.6,,,,,,,,,,,,
2020-01-06,20,6.0,3.5,84,220,9.4,1025.8,,,,,,,,,,,,
2020-01-06,21,6.3,4.9,91,220,11.2,1026.0,,,,,,,,,,,,
2020-01-06,22,6.8,6.1,95,240,9.4,1026.0,,,,,,,,,,,,
2020-01-06,23,7.5,6.3,92,250,16.6,1026.5,,,,,,,,,,,,
2020-01-07,0,8.0,6.5,90,260,13.0,1027.1,,,,,,,,,,,,
2020-01-07,1,8.1,6.2,88,270,11.2,1027.4,,,,,,,,,,,,
2020-01-07,2,8.4,6.4,87,260,7.6,1028.3,,,,,,,,,,,,
2020-01-07,3,7.5,6.0,90,250,3.6,1028.9,,,,,,,,,,,,
2020-01-07,4,6.9,6.0,94,230,7.6,1028.8,,,,,,,,,,,,
2020-01-07,5,6.6,5.9,95,210,5.4,1028.9,,,,,,,,,,,,
2020-01-07,6,6.3,5.6,95,210,7.6,1028.8,,,,,,,,,,,,
2020-01-07,7,6.3,5.3,93,210,9.4,1029.0,,,,,,,,,,,,
2020-01-07,8,6.4,5.7,95,210,9.4,1030.3,,,,,,,,,,,,
2020-01-07,9,6.9,6.3,96,210,9.4,1030.3,,,,,,,,,,,,
2020-01-07,10,7.4,6.7,95,210,9.4,1030.5,,,,,,,,,,,,
2020-01-07,11,8.0,6.9,93,200,9.4,1030.5,,,,,,,,,,,,
2020-01-07,12,8.4,7.3,93,210,11.2,1030.0,,,,,,,,,,,,
2020-01-07,13,8.8,7.6,92,200,9.4,1029.0,,,,,,,,,,,,
2020-01-07,14,8.8,7.7,93,190,9.4,1028.7,,,,,,,,,,,,
2020-01-07,15,8.7,7.8,94,200,9.4,1028.5,,,,,,,,,,,,
2020-01-07,16,8.7,8.1,96,200,7.6,1028.6,,,,,,,,,,,,
2020-01-07,17,8.7,8.3,97,190,11.2,1028.3,,,,,,,,,,,,
2020-01-07,18,8.8,8.5,98,190,11.2,1028.5,,,,,,,,,,,,
2020-01-07,19,8.9,8.6,98,200,11.2,1028.5,,,,,,,,,,,,
2020-01-07,20,9.0,8.7,98,200,9.4,1028.2,,,,,,,,,,,,
2020-01-07,21,9.2,8.9,98,200,11.2,1027.9,,,,,,,,,,,,
2020-01-07,22,9.5,9.2,98,210,11.2,1027.6,,,,,,,,,,,,
2020-01-07,23,10.3,10.0,98,230,7.6,1027.4,,,,,,,,,,,,
2020-01-08,0,10.6,10.1,97,200,7.6,1026.7,,,,,,,,,,,,
2020-01-08,1,11.0,10.5,97,230,7.6,1026.4,,,,,,,,,,,,
2020-01-08,2,11.5,10.9,96,240,9.4,1026.5,,,,,,,,,,,,
2020-01-08,3,11.7,10.8,94,240,9.4,1026.4,,,,,,,,,,,,
2020-01-08,4,11.7,10.6,93,250,13.0,1026.3,,,,,,,,,,,,
2020-01-08,5,11.8,10.5,92,230,11.2,1026.3,,,,,,,,,,,,
2020-01-08,6,11.9,10.5,91,240,13.0,1025.9,,,,,,,,,,,,
2020-01-08,7,11.9,10.3,90,250,7.6,1026.1,,,,,,,,,,,,
2020-01-08,8,11.9,10.3,90,230,11.2,1026.9,,,,,,,,,,,,
2020-01-08,9,11.9,10.5,91,220,13.0,1027.5,,,,,,,,,,,,
2020-01-08,10,11.9,10.6,92,230,5.4,1027.7,,,,,,,,,,,,
2020-01-08,11,12.0,10.7,92,240,9.4,1027.8,,,,,,,,,,,,
2020-01-08,12,12.1,10.8,92,230,11.2,1027.2,,,,,,,,,,,,
2020-01-08,13,12.1,11.0,93,230,11.2,1026.7,,,,,,,,,,,,
2020-01-08,14,12.2,11.3,94,230,11.2,1026.3,,,,,,,,,,,,
2020-01-08,15,12.3,11.0,92,220,11.2,1026.2,,,,,,,,,,,,
2020-01-08,16,12.3,11.0,92,230,9.4,1026.5,,,,,,,,,,,,
2020-01-08,17,12.3,11.0,92,220,13.0,1026.5,,,,,,,,,,,,
2020-01-08,18,12.0,11.1,94,220,11.2,1026.4,,,,,,,,,,,,
2020-01-08,19,11.8,10.9,94,210,13.0,1025.7,,,,,,,,,,,,
2020-01-08,20,11.8,10.7,93,230,13.0,1025.4,,,,,,,,,,,,
2020-01-08,21,11.7,10.6,93,220,13.0,1025.0,,,,,,,,,,,,
2020-01-08,22,11.6,10.5,93,210,14.8,1024.3,,,,,,,,,,,,
2020-01-08,23,11.4,10.1,92,220,18.4,1023.9,,,,,,,,,,,,
2020-01-09,0,11.5,10.1,91,210,13.0,1023.3,,,,,,,,,,,,
2020-01-09,1,11.5,10.2,92,200,14.8,1022.2,,,,,,,,,,,,
2020-01-09,2,11.5,10.1,91,200,14.8,1021.7,,,,,,,,,,,,
2020-01-09,3,11.6,10.0,90,210,14.8,1021.0,,,,,,,,,,,,
2020-01-09,4,11.7,10.3,91,200,13.0,1019.9,,,,,,,,,,,,
2020-01-09,5,11.6,10.5,93,210,14.8,1019.2,,,,,,,,,,,,
2020-01-09,6,11.6,10.5,93,210,14.8,1018.9,,,,,,,,,,,,
2020-01-09,7,11.7,10.1,90,210,18.4,1018.0,,,,,,,,,,,,
2020-01-09,8,11.6,9.7,88,210,14.8,1017.4,,,,,,,,,,,,
2020-01-09,9,11.8,9.9,88,220,22.3,1017.1,,,,,,,,,,,,
2020-01-09,10,11.7,10.3,91,210,18.4,1016.8,,,,,,,,,,,,
2020-01-09,11,12.0,10.4,90,210,18.4,1016.1,,,,,,,,,,,,
2020-01-09,12,12.5,10.4,87,220,18.4,1015.1,,,,,,,,,,,,
2020-01-09,13,12.4,10.5,88,210,22.3,1013.8,,,,,,,,,,,,
2020-01-09,14,12.4,10.3,87,210,20.5,1013.3,,,,,,,,,,,,
2020-01-09,15,12.2,9.6,84,210,16.6,1012.8,,,,,,,,,,,,
2020-01-09,16,11.6,10.2,91,200,13.0,1012.3,,,,,,,,,,,,
2020-01-09,17,11.1,10.3,95,210,14.8,1012.5,,,,,,,,,,,,
2020-01-09,18,11.0,9.9,93,200,18.4,1012.0,,,,,,,,,,,,
2020-01-09,19,11.1,9.7,91,210,18.4,1011.8,,,,,,,,,,,,
2020-01-09,20,10.9,9.3,90,210,20.5,1011.4,,,,,,,,,,,,
2020-01-09,21,10.8,8.4,85,220,22.3,1011.9,,,,,,,,,,,,
2020-01-09,22,10.6,7.7,82,210,20.5,1011.4,,,,,,,,,,,,
2020-01-09,23,10.5,7.7,83,200,18.4,1011.5,,,,,,,,,,,,
2020-01-10,0,10.2,7.6,84,200,16.6,1011.2,,,,,,,,,,,,
2020-01-10,1,9.8,8.1,89,220,14.8,1011.3,,,,,,,,,,,,
2020-01-10,2,9.5,8.3,92,210,16.6,1011.4,,,,,,,,,,,,
2020-01-10,3,9.5,8.4,93,210,11.2,1011.8,,,,,,,,,,,,
2020-01-10,4,9.4,8.5,94,230,13.0,1012.3,,,,,,,,,,,,
2020-01-10,5,9.4,8.2,92,300,13.0,1013.9,,,,,,,,,,,,
2020-01-10,6,9.5,7.9,90,320,16.6,1015.8,,,,,,,,,,,,
2020-01-10,7,9.5,7.4,87,310,14.8,1017.9,,,,,,,,,,,,
2020-01-10,8,9.1,5.8,80,320,14.8,1020.1,,,,,,,,,,,,
2020-01-10,9,8.6,5.0,78,320,16.6,1021.9,,,,,,,,,,,,
2020-01-10,10,7.7,6.3,91,310,14.8,1023.8,,,,,,,,,,,,
2020-01-10,11,8.1,5.0,81,330,18.4,1024.8,,,,,,,,,,,,
2020-01-10,12,8.1,5.0,81,320,16.6,1025.9,,,,,,,,,,,,
2020-01-10,13,8.1,4.9,80,330,16.6,1026.7,,,,,,,,,,,,
2020-01-10,14,8.4,4.0,74,340,11.2,1027.1,,,,,,,,,,,,
2020-01-10,15,8.3,3.9,74,320,9.4,1028.3,,,,,,,,,,,,
2020-01-10,16,8.0,4.0,76,320,9.4,1029.4,,,,,,,,,,,,
2020-01-10,17,7.9,4.7,80,330,9.4,1030.6,,,,,,,,,,,,
2020-01-10,18,7.6,3.8,77,340,11.2,1031.4,,,,,,,,,,,,
2020-01-10,19,7.6,3.8,77,360,5.4,1031.8,,,,,,,,,,,,
2020-01-10,20,7.2,3.3,76,50,3.6,1032.0,,,,,,,,,,,,
2020-01-10,21,7.6,3.1,73,310,11.2,1033.1,,,,,,,,,,,,
2020-01-10,22,7.6,3.3,74,300,7.6,1033.6,,,,,,,,,,,,
2020-01-10,23,6.9,2.6,74,270,3.6,1033.8,,,,,,,,,,,,
2020-01-11,0,6.8,2.1,72,290,9.4,1034.8,,,,,,,,,,,,
2020-01-11,1,6.0,1.7,74,270,5.4,1034.5,,,,,,,,,,,,
2020-01-11,2,4.9,2.1,82,200,5.4,1034.4,,,,,,,,,,,,
2020-01-11,3,4.2,2.2,87,230,5.4,1034.4,,,,,,,,,,,,
2020-01-11,4,4.8,2.5,85,220,5.4,1034.2,,,,,,,,,,,,
2020-01-11,5,4.5,1.7,82,200,9.4,1033.8,,,,,,,,,,,,
2020-01-11,6,4.4,1.8,83,200,9.4,1033.8,,,,,,,,,,,,
2020-01-11,7,4.4,1.9,84,200,9.4,1034.2,,,,,,,,,,,,
2020-01-11,8,4.3,1.8,84,210,9.4,1034.3,,,,,,,,,,,,
2020-01-11,9,4.7,2.1,83,200,9.4,1034.3,,,,,,,,,,,,
2020-01-11,10,5.5,1.8,77,210,9.4,1034.4,,,,,,,,,,,,
2020-01-11,11,7.2,1.3,66,210,11.2,1033.9,,,,,,,,,,,,
2020-01-11,12,8.4,1.5,62,220,13.0,1033.2,,,,,,,,,,,,
2020-01-11,15,7.8,1.8,66,220,13.0,1031.8,,,,,,,,,,,,
2020-01-11,16,7.1,2.2,71,200,9.4,1031.7,,,,,,,,,,,,
2020-01-11,18,5.9,2.2,77,190,5.4,1031.6,,,,,,,,,,,,
2020-01-11,19,5.4,2.2,80,200,9.4,1031.4,,,,,,,,,,,,
2020-01-11,20,5.0,2.0,81,190,7.6,1031.0,,,,,,,,,,,,
2020-01-11,21,4.4,1.9,84,190,7.6,1030.7,,,,,,,,,,,,
2020-01-11,22,4.3,2.0,85,200,9.4,1030.2,,,,,,,,,,,,
2020-01-11,23,3.7,1.6,86,190,9.4,1029.6,,,,,,,,,,,,
2020-01-12,0,3.1,1.3,88,180,11.2,1028.9,,,,,,,,,,,,
2020-01-12,1,3.4,1.4,87,210,9.4,1028.7,,,,,,,,,,,,
2020-01-12,2,3.9,1.4,84,200,9.4,1028.5,,,,,,,,,,,,
2020-01-12,4,4.5,1.7,82,180,9.4,1027.6,,,,,,,,,,,,
2020-01-12,5,4.7,1.9,82,200,11.2,1026.9,,,,,,,,,,,,
2020-01-12,6,4.2,1.9,85,160,11.2,1026.6,,,,,,,,,,,,
2020-01-12,7,4.5,2.2,85,200,13.0,1026.1,,,,,,,,,,,,
2020-01-12,8,4.5,2.5,87,150,7.6,1025.8,,,,,,,,,,,,
2020-01-12,9,6.1,3.4,83,220,11.2,1026.2,,,,,,,,,,,,
2020-01-12,10,7.5,4.4,81,220,11.2,1026.4,,,,,,,,,,,,
2020-01-12,11,8.0,4.9,81,230,18.4,1026.3,,,,,,,,,,,,
2020-01-12,12,8.9,5.6,80,230,14.8,1025.8,,,,,,,,,,,,
2020-01-12,13,8.7,6.1,84,240,13.0,1025.8,,,,,,,,,,,,
2020-01-12,14,8.7,6.7,87,220,16.6,1025.4,,,,,,,,,,,,
2020-01-12,15,9.1,7.0,87,230,14.8,1025.5,,,,,,,,,,,,
2020-01-12,16,9.2,7.1,87,240,9.4,1025.9,,,,,,,,,,,,
2020-01-12,17,8.9,7.0,88,230,13.0,1026.0,,,,,,,,,,,,
2020-01-12,18,8.9,7.2,89,220,13.0,1026.2,,,,,,,,,,,,
2020-01-12,19,8.7,7.0,89,220,13.0,1026.4,,,,,,,,,,,,
2020-01-12,20,8.7,7.3,91,220,11.2,1026.2,,,,,,,,,,,,
2020-01-12,21,8.7,7.3,91,220,9.4,1026.0,,,,,,,,,,,,
2020-01-12,22,8.8,7.6,92,220,14.8,1025.8,,,,,,,,,,,,
2020-01-12,23,8.7,7.6,93,220,13.0,1025.8,,,,,,,,,,,,
2020-01-13,0,8.7,7.6,93,220,14.8,1025.3,,,,,,,,,,,,
2020-01-13,1,8.5,7.0,90,210,9.4,1024.7,,,,,,,,,,,,
2020-01-13,2,8.6,6.9,89,220,11.2,1024.3,,,,,,,,,,,,
2020-01-13,3,8.3,6.6,89,210,7.6,1023.7,,,,,,,,,,,,
2020-01-13,4,7.3,6.1,92,210,7.6,1023.1,,,,,,,,,,,,
2020-01-13,5,7.0,5.8,92,210,11.2,1022.3,,,,,,,,,,,,
2020-01-13,6,6.7,5.8,94,220,14.8,1021.9,,,,,,,,,,,,
2020-01-13,7,7.0,5.9,93,210,18.4,1020.6,,,,,,,,,,,,
2020-01-13,8,7.3,6.1,92,210,13.0,1020.6,,,,,,,,,,,,
2020-01-13,9,7.7,6.5,92,200,13.0,1020.6,,,,,,,,,,,,
2020-01-13,10,8.1,6.7,91,200,13.0,1020.5,,,,,,,,,,,,
2020-01-13,11,8.3,7.2,93,190,18.4,1019.3,,,,,,,,,,,,
2020-01-13,12,8.4,7.5,94,200,14.8,1017.4,,,,,,,,,,,,
2020-01-13,13,8.7,7.8,94,200,14.8,1016.1,,,,,,,,,,,,
2020-01-13,14,9.2,8.0,92,220,22.3,1015.4,,,,,,,,,,,,
2020-01-13,15,9.6,7.9,89,210,16.6,1014.8,,,,,,,,,,,,
2020-01-13,16,9.9,7.8,87,210,16.6,1013.8,,,,,,,,,,,,
2020-01-13,17,10.1,7.9,86,200,14.8,1013.1,,,,,,,,,,,,
2020-01-13,20,9.9,6.8,81,210,18.4,1011.6,,,,,,,,,,,,
2020-01-13,23,10.1,4.7,69,210,20.5,1010.2,,,,,,,,,,,,
2020-01-14,0,9.9,4.3,68,210,20.5,1009.9,,,,,,,,,,,,
2020-01-14,1,9.5,3.9,68,210,18.4,1009.4,,,,,,,,,,,,
2020-01-14,2,9.9,4.7,70,210,18.4,1009.0,,,,,,,,,,,,
2020-01-14,3,10.0,4.4,68,200,24.1,1008.3,,,,,,,,,,,,
2020-01-14,4,9.8,4.2,68,210,22.3,1008.0,,,,,,,,,,,,
2020-01-14,5,10.6,3.8,63,220,33.5,1008.3,,,,,,,,,,,,
2020-01-14,6,10.0,4.6,69,220,29.5,1008.6,,,,,,,,,,,,
2020-01-14,7,9.8,4.6,70,210,25.9,1009.0,,,,,,,,,,,,
2020-01-14,8,10.0,4.2,67,220,27.7,1009.2,,,,,,,,,,,,
2020-01-14,9,10.5,4.4,66,220,31.7,1009.6,,,,,,,,,,,,
2020-01-14,10,10.6,5.1,69,210,27.7,1010.0,,,,,,,,,,,,
2020-01-14,11,11.0,5.5,69,220,27.7,1009.9,,,,,,,,,,,,
2020-01-14,12,11.3,7.0,75,220,31.7,1009.6,,,,,,,,,,,,
2020-01-14,13,11.1,7.4,78,220,27.7,1009.5,,,,,,,,,,,,
2020-01-14,14,11.5,6.8,73,220,31.7,1009.5,,,,,,,,,,,,
2020-01-14,15,11.8,5.4,65,220,29.5,1009.9,,,,,,,,,,,,
2020-01-14,16,12.2,5.4,63,220,24.1,1010.2,,,,,,,,,,,,
2020-01-14,17,12.4,5.8,64,220,27.7,1010.7,,,,,,,,,,,,
2020-01-14,18,12.3,5.2,62,220,24.1,1011.0,,,,,,,,,,,,
2020-01-14,19,11.6,5.5,66,220,20.5,1011.7,,,,,,,,,,,,
2020-01-14,20,11.0,6.9,76,220,25.9,1012.1,,,,,,,,,,,,
2020-01-14,21,10.5,7.4,81,210,22.3,1012.5,,,,,,,,,,,,
2020-01-14,22,10.5,6.6,77,200,16.6,1012.2,,,,,,,,,,,,
2020-01-14,23,10.0,5.8,75,200,14.8,1012.5,,,,,,,,,,,,
2020-01-15,0,9.9,5.5,74,200,16.6,1012.3,,,,,,,,,,,,
2020-01-15,1,9.8,5.6,75,200,14.8,1012.0,,,,,,,,,,,,
2020-01-15,2,9.7,5.5,75,200,14.8,1012.0,,,,,,,,,,,,
